DateJour,AR_Ref,TotalSortie,TotalEntree,ValeurSortie,ValeurEntree,StockFinal,jour_semaine,mois,trimestre
2024-03-22,PH0001,8.7072,0.0,2613.0603,0.0,89.2429,4,3,1
2024-03-23,PH0001,23.5769,0.0,7719.2963,0.0,65.666,5,3,1
2024-03-24,PH0001,0.0,0.0,0.0,0.0,65.666,6,3,1
2024-03-25,PH0001,18.0946,0.0,5601.3119,0.0,47.5714,0,3,1
2024-03-26,PH0001,12.6763,0.0,0.0,0.0,34.8951,1,3,1
2024-03-27,PH0001,34.8951,0.0,10341.0338,0.0,0.0,2,3,1
2024-03-28,PH0001,0.0,0.0,0.0,0.0,0.0,3,3,1
2024-03-29,PH0001,0.0,0.0,0.0,0.0,0.0,4,3,1
2024-03-30,PH0001,0.0,0.0,0.0,0.0,0.0,5,3,1
2024-03-31,PH0001,0.0,0.0,0.0,0.0,0.0,6,3,1
2024-04-01,PH0001,0.0,0.0,0.0,0.0,0.0,0,4,2
2024-04-02,PH0001,0.0,0.0,0.0,0.0,0.0,1,4,2
2024-04-03,PH0001,0.0,0.0,0.0,0.0,0.0,2,4,2
2024-04-04,PH0001,0.0,0.0,0.0,0.0,0.0,3,4,2
2024-04-05,PH0001,0.0,0.0,0.0,0.0,0.0,4,4,2
2024-04-06,PH0001,0.0,0.0,0.0,0.0,0.0,5,4,2
2024-04-07,PH0001,0.0,0.0,0.0,0.0,0.0,6,4,2
2024-04-08,PH0001,0.0,0.0,0.0,0.0,0.0,0,4,2
2024-04-09,PH0001,0.0,0.0,0.0,0.0,0.0,1,4,2
2024-04-10,PH0001,22.2296,312.0,7036.0641,100012.224,289.7704,2,4,2
2024-04-11,PH0001,29.7858,0.0,9709.9623,0.0,259.9846,3,4,2
2024-04-12,PH0001,35.2361,0.0,10876.3763,0.0,224.7485,4,4,2
2024-04-13,PH0001,26.9455,0.0,8146.2148,0.0,197.803,5,4,2
2024-04-14,PH0001,9.93,0.0,3294.7263,0.0,187.873,6,4,2
2024-04-15,PH0001,27.8737,0.0,8380.5066,0.0,159.9993,0,4,2
2024-04-16,PH0001,29.937,0.0,9639.5284,0.0,130.0623,1,4,2
2024-04-17,PH0001,13.1865,0.0,3897.8767,0.0,116.8758,2,4,2
2024-04-18,PH0001,41.463,0.0,13772.4952,0.0,75.4128,3,4,2
2024-04-19,PH0001,16.0173,0.0,4893.6632,0.0,59.3955,4,4,2
2024-04-20,PH0001,24.1958,0.0,7677.0201,0.0,35.1997,5,4,2
2024-04-21,PH0001,0.0,0.0,0.0,0.0,35.1997,6,4,2
2024-04-22,PH0001,25.7719,0.0,8519.1876,0.0,9.4278,0,4,2
2024-04-23,PH0001,9.4278,0.0,2990.0287,0.0,0.0,1,4,2
2024-04-24,PH0001,0.0,0.0,0.0,0.0,0.0,2,4,2
2024-04-25,PH0001,0.0,0.0,0.0,0.0,0.0,3,4,2
2024-04-26,PH0001,0.0,0.0,0.0,0.0,0.0,4,4,2
2024-04-27,PH0001,0.0,0.0,0.0,0.0,0.0,5,4,2
2024-04-28,PH0001,0.0,0.0,0.0,0.0,0.0,6,4,2
2024-04-29,PH0001,0.0,0.0,0.0,0.0,0.0,0,4,2
2024-04-30,PH0001,0.0,0.0,0.0,0.0,0.0,1,4,2
2024-05-01,PH0001,0.0,0.0,0.0,0.0,0.0,2,5,2
2024-05-02,PH0001,0.0,0.0,0.0,0.0,0.0,3,5,2
2024-05-03,PH0001,0.0,0.0,0.0,0.0,0.0,4,5,2
2024-05-04,PH0001,0.0,0.0,0.0,0.0,0.0,5,5,2
2024-05-05,PH0001,22.1188,243.0,6630.1346,73967.8392,220.8812,6,5,2
2024-05-06,PH0001,22.9267,0.0,7537.242,0.0,197.9545,0,5,2
2024-05-07,PH0001,18.7104,0.0,6205.3435,0.0,179.2441,1,5,2
2024-05-08,PH0001,40.1635,0.0,11997.0383,0.0,139.0806,2,5,2
2024-05-09,PH0001,32.408,0.0,9851.8764,0.0,106.6726,3,5,2
2024-05-10,PH0001,24.075,0.0,7550.2113,0.0,82.5976,4,5,2
2024-05-11,PH0001,16.6436,0.0,5249.9307,0.0,65.954,5,5,2
2024-05-12,PH0001,0.0,0.0,0.0,0.0,65.954,6,5,2
2024-05-13,PH0001,44.6807,0.0,14488.061,0.0,21.2733,0,5,2
2024-05-14,PH0001,13.3795,0.0,4081.7229,0.0,7.8938,1,5,2
2024-05-15,PH0001,7.8938,0.0,0.0,0.0,0.0,2,5,2
2024-05-16,PH0001,0.0,0.0,0.0,0.0,0.0,3,5,2
2024-05-17,PH0001,0.0,0.0,0.0,0.0,0.0,4,5,2
2024-05-18,PH0001,0.0,0.0,0.0,0.0,0.0,5,5,2
2024-05-19,PH0001,0.0,0.0,0.0,0.0,0.0,6,5,2
2024-05-20,PH0001,0.0,0.0,0.0,0.0,0.0,0,5,2
2024-05-21,PH0001,0.0,0.0,0.0,0.0,0.0,1,5,2
2024-05-22,PH0001,22.7208,347.0,6607.6608,112418.4228,324.2792,2,5,2
2024-05-23,PH0001,42.2472,0.0,12427.7279,0.0,282.032,3,5,2
2024-05-24,PH0001,24.7617,0.0,7327.6333,0.0,257.2703,4,5,2
2024-05-25,PH0001,12.258,0.0,3928.6228,0.0,245.0123,5,5,2
2024-05-26,PH0001,0.0,0.0,0.0,0.0,245.0123,6,5,2
2024-05-27,PH0001,21.1602,0.0,6521.7514,0.0,223.8521,0,5,2
2024-05-28,PH0001,22.6087,0.0,7409.0632,0.0,201.2434,1,5,2
2024-05-29,PH0001,27.9049,0.0,9157.3027,0.0,173.3385,2,5,2
2024-05-30,PH0001,22.9395,0.0,7369.4382,0.0,150.399,3,5,2
2024-05-31,PH0001,14.0206,0.0,4478.0492,0.0,136.3784,4,5,2
2024-06-01,PH0001,15.7024,0.0,4840.7594,0.0,120.676,5,6,2
2024-06-02,PH0001,14.0531,0.0,4653.6475,0.0,106.6229,6,6,2
2024-06-03,PH0001,25.5285,0.0,8361.3471,0.0,81.0944,0,6,2
2024-06-04,PH0001,35.1884,0.0,10724.9141,0.0,45.906,1,6,2
2024-06-05,PH0001,19.5355,0.0,5845.6858,0.0,26.3705,2,6,2
2024-06-06,PH0001,13.1852,0.0,4254.7717,0.0,13.1853,3,6,2
2024-06-07,PH0001,13.1853,0.0,4286.8773,0.0,0.0,4,6,2
2024-06-08,PH0001,0.0,0.0,0.0,0.0,0.0,5,6,2
2024-06-09,PH0001,0.0,0.0,0.0,0.0,0.0,6,6,2
2024-06-10,PH0001,0.0,0.0,0.0,0.0,0.0,0,6,2
2024-06-11,PH0001,0.0,0.0,0.0,0.0,0.0,1,6,2
2024-06-12,PH0001,0.0,0.0,0.0,0.0,0.0,2,6,2
2024-06-13,PH0001,0.0,0.0,0.0,0.0,0.0,3,6,2
2024-06-14,PH0001,0.0,0.0,0.0,0.0,0.0,4,6,2
2024-06-15,PH0001,0.0,0.0,0.0,0.0,0.0,5,6,2
2024-06-16,PH0001,0.0,0.0,0.0,0.0,0.0,6,6,2
2024-06-17,PH0001,0.0,0.0,0.0,0.0,0.0,0,6,2
2024-06-18,PH0001,0.0,0.0,0.0,0.0,0.0,1,6,2
2024-06-19,PH0001,0.0,0.0,0.0,0.0,0.0,2,6,2
2024-06-20,PH0001,0.0,0.0,0.0,0.0,0.0,3,6,2
2024-06-21,PH0001,0.0,0.0,0.0,0.0,0.0,4,6,2
2024-06-22,PH0001,13.1162,355.0,3952.1655,105550.3395,341.8838,5,6,2
2024-06-23,PH0001,0.0,0.0,0.0,0.0,341.8838,6,6,2
2024-06-24,PH0001,20.3787,0.0,6569.2594,0.0,321.5051,0,6,2
2024-06-25,PH0001,10.6074,0.0,3384.0523,0.0,310.8977,1,6,2
2024-06-26,PH0001,23.2589,0.0,7133.1813,0.0,287.6388,2,6,2
2024-06-27,PH0001,17.0388,0.0,5088.9273,0.0,270.6,3,6,2
2024-06-28,PH0001,0.0,0.0,0.0,0.0,270.6,4,6,2
2024-06-29,PH0001,13.3625,0.0,0.0,0.0,257.2375,5,6,2
2024-06-30,PH0001,11.8278,0.0,3681.5376,0.0,245.4097,6,6,2
2024-07-01,PH0001,36.1041,0.0,11806.5425,0.0,209.3056,0,7,3
2024-07-02,PH0001,6.5023,0.0,2126.44,0.0,202.8033,1,7,3
2024-07-03,PH0001,24.5824,0.0,7563.1072,0.0,178.2209,2,7,3
2024-07-04,PH0001,7.9158,0.0,2567.728,0.0,170.3051,3,7,3
2024-07-05,PH0001,38.1376,0.0,12442.8077,0.0,132.1675,4,7,3
2024-07-06,PH0001,15.3464,0.0,4706.8637,0.0,116.8211,5,7,3
2024-07-07,PH0001,0.0,0.0,0.0,0.0,116.8211,6,7,3
2024-07-08,PH0001,15.4474,0.0,4815.0596,0.0,101.3737,0,7,3
2024-07-09,PH0001,11.1449,0.0,3395.7006,0.0,90.2288,1,7,3
2024-07-10,PH0001,9.7827,0.0,3155.7904,0.0,80.4461,2,7,3
2024-07-11,PH0001,20.7206,0.0,6443.974,0.0,59.7255,3,7,3
2024-07-12,PH0001,27.6425,0.0,8681.4091,0.0,32.083,4,7,3
2024-07-13,PH0001,27.0323,0.0,8563.6569,0.0,5.0507,5,7,3
2024-07-14,PH0001,0.0,0.0,0.0,0.0,5.0507,6,7,3
2024-07-15,PH0001,5.0507,0.0,1522.4396,0.0,0.0,0,7,3
2024-07-16,PH0001,0.0,0.0,0.0,0.0,0.0,1,7,3
2024-07-17,PH0001,0.0,0.0,0.0,0.0,0.0,2,7,3
2024-07-18,PH0001,0.0,0.0,0.0,0.0,0.0,3,7,3
2024-07-19,PH0001,0.0,0.0,0.0,0.0,0.0,4,7,3
2024-07-20,PH0001,33.2385,264.0,10291.4772,85163.0472,230.7615,5,7,3
2024-07-21,PH0001,0.0,0.0,0.0,0.0,230.7615,6,7,3
2024-07-22,PH0001,36.3574,0.0,11807.0729,0.0,194.4041,0,7,3
2024-07-23,PH0001,22.8583,0.0,6766.8866,0.0,171.5458,1,7,3
2024-07-24,PH0001,7.37,0.0,2243.6329,0.0,164.1758,2,7,3
2024-07-25,PH0001,27.361,0.0,8215.3564,0.0,136.8148,3,7,3
2024-07-26,PH0001,20.1355,0.0,6155.6136,0.0,116.6793,4,7,3
2024-07-27,PH0001,14.7821,0.0,4663.9802,0.0,101.8972,5,7,3
2024-07-28,PH0001,18.8416,0.0,6010.9019,0.0,83.0556,6,7,3
2024-07-29,PH0001,39.6282,0.0,11730.5416,0.0,43.4274,0,7,3
2024-07-30,PH0001,11.2019,0.0,3393.9606,0.0,32.2255,1,7,3
2024-07-31,PH0001,28.2149,0.0,9038.6404,0.0,4.0106,2,7,3
2024-08-01,PH0001,4.0106,0.0,1218.3236,0.0,0.0,3,8,3
2024-08-02,PH0001,0.0,0.0,0.0,0.0,0.0,4,8,3
2024-08-03,PH0001,0.0,0.0,0.0,0.0,0.0,5,8,3
2024-08-04,PH0001,0.0,0.0,0.0,0.0,0.0,6,8,3
2024-08-05,PH0001,0.0,0.0,0.0,0.0,0.0,0,8,3
2024-08-06,PH0001,0.0,0.0,0.0,0.0,0.0,1,8,3
2024-08-07,PH0001,0.0,0.0,0.0,0.0,0.0,2,8,3
2024-08-08,PH0001,0.0,0.0,0.0,0.0,0.0,3,8,3
2024-08-09,PH0001,0.0,0.0,0.0,0.0,0.0,4,8,3
2024-08-10,PH0001,0.0,0.0,0.0,0.0,0.0,5,8,3
2024-08-11,PH0001,0.0,0.0,0.0,0.0,0.0,6,8,3
2024-08-12,PH0001,24.3748,267.0,7712.021,85086.9726,242.6252,0,8,3
2024-08-13,PH0001,19.1208,0.0,6112.0249,0.0,223.5044,1,8,3
2024-08-14,PH0001,30.8759,0.0,8996.1998,0.0,192.6285,2,8,3
2024-08-15,PH0001,20.186,0.0,6380.1729,0.0,172.4425,3,8,3
2024-08-16,PH0001,24.5083,0.0,8125.4426,0.0,147.9342,4,8,3
2024-08-17,PH0001,36.2503,0.0,11564.5598,0.0,111.6839,5,8,3
2024-08-18,PH0001,0.0,0.0,0.0,0.0,111.6839,6,8,3
2024-08-19,PH0001,23.1126,0.0,7196.7251,0.0,88.5713,0,8,3
2024-08-20,PH0001,35.4889,0.0,10659.3182,0.0,53.0824,1,8,3
2024-08-21,PH0001,30.9936,0.0,9110.0356,0.0,22.0888,2,8,3
2024-08-22,PH0001,22.0888,0.0,7128.3937,0.0,0.0,3,8,3
2024-08-23,PH0001,0.0,0.0,0.0,0.0,0.0,4,8,3
2024-08-24,PH0001,0.0,0.0,0.0,0.0,0.0,5,8,3
2024-08-25,PH0001,0.0,0.0,0.0,0.0,0.0,6,8,3
2024-08-26,PH0001,0.0,0.0,0.0,0.0,0.0,0,8,3
2024-08-27,PH0001,0.0,0.0,0.0,0.0,0.0,1,8,3
2024-08-28,PH0001,0.0,0.0,0.0,0.0,0.0,2,8,3
2024-08-29,PH0001,0.0,0.0,0.0,0.0,0.0,3,8,3
2024-08-30,PH0001,0.0,0.0,0.0,0.0,0.0,4,8,3
2024-08-31,PH0001,0.0,0.0,0.0,0.0,0.0,5,8,3
2024-09-01,PH0001,0.0,0.0,0.0,0.0,0.0,6,9,3
2024-09-02,PH0001,0.0,0.0,0.0,0.0,0.0,0,9,3
2024-09-03,PH0001,0.0,0.0,0.0,0.0,0.0,1,9,3
2024-09-04,PH0001,0.0,0.0,0.0,0.0,0.0,2,9,3
2024-09-05,PH0001,0.0,0.0,0.0,0.0,0.0,3,9,3
2024-09-06,PH0001,0.0,0.0,0.0,0.0,0.0,4,9,3
2024-09-07,PH0001,17.9065,370.0,5750.7047,110316.758,352.0935,5,9,3
2024-09-08,PH0001,0.0,0.0,0.0,0.0,352.0935,6,9,3
2024-09-09,PH0001,9.6033,0.0,2799.7768,0.0,342.4902,0,9,3
2024-09-10,PH0001,22.7449,0.0,6693.6671,0.0,319.7453,1,9,3
2024-09-11,PH0001,34.3218,0.0,0.0,0.0,285.4235,2,9,3
2024-09-12,PH0001,18.5219,0.0,5707.8309,0.0,266.9016,3,9,3
2024-09-13,PH0001,13.7696,0.0,4037.1517,0.0,253.132,4,9,3
2024-09-14,PH0001,25.4144,0.0,7918.3468,0.0,227.7176,5,9,3
2024-09-15,PH0001,21.4529,0.0,6804.0425,0.0,206.2647,6,9,3
2024-09-16,PH0001,29.3904,0.0,0.0,0.0,176.8743,0,9,3
2024-09-17,PH0001,26.5626,0.0,8416.0623,0.0,150.3117,1,9,3
2024-09-18,PH0001,32.8989,0.0,9586.5552,0.0,117.4128,2,9,3
2024-09-19,PH0001,27.0203,0.0,8738.7325,0.0,90.3925,3,9,3
2024-09-20,PH0001,22.0697,0.0,6828.4954,0.0,68.3228,4,9,3
2024-09-21,PH0001,11.5646,0.0,3368.6361,0.0,56.7582,5,9,3
2024-09-22,PH0001,28.3469,0.0,8518.2605,0.0,28.4113,6,9,3
2024-09-23,PH0001,23.0866,0.0,7468.2311,0.0,5.3247,0,9,3
2024-09-24,PH0001,5.3247,0.0,1626.69,0.0,0.0,1,9,3
2024-09-25,PH0001,0.0,0.0,0.0,0.0,0.0,2,9,3
2024-09-26,PH0001,0.0,0.0,0.0,0.0,0.0,3,9,3
2024-09-27,PH0001,0.0,0.0,0.0,0.0,0.0,4,9,3
2024-09-28,PH0001,0.0,0.0,0.0,0.0,0.0,5,9,3
2024-09-29,PH0001,0.0,0.0,0.0,0.0,0.0,6,9,3
2024-09-30,PH0001,0.0,0.0,0.0,0.0,0.0,0,9,3
2024-10-01,PH0001,0.0,0.0,0.0,0.0,0.0,1,10,4
2024-10-02,PH0001,0.0,0.0,0.0,0.0,0.0,2,10,4
2024-10-03,PH0001,0.0,0.0,0.0,0.0,0.0,3,10,4
2024-10-04,PH0001,0.0,0.0,0.0,0.0,0.0,4,10,4
2024-10-05,PH0001,0.0,0.0,0.0,0.0,0.0,5,10,4
2024-10-06,PH0001,0.0,0.0,0.0,0.0,0.0,6,10,4
2024-10-07,PH0001,0.0,0.0,0.0,0.0,0.0,0,10,4
2024-10-08,PH0001,0.0,0.0,0.0,0.0,0.0,1,10,4
2024-10-09,PH0001,0.0,0.0,0.0,0.0,0.0,2,10,4
2024-10-10,PH0001,32.8191,321.0,9704.086,98545.5876,288.1809,3,10,4
2024-10-11,PH0001,20.9743,0.0,6782.8013,0.0,267.2066,4,10,4
2024-10-12,PH0001,16.6334,0.0,5253.3184,0.0,250.5732,5,10,4
2024-10-13,PH0001,0.0,0.0,0.0,0.0,250.5732,6,10,4
2024-10-14,PH0001,31.0366,0.0,9760.1137,0.0,219.5366,0,10,4
2024-10-15,PH0001,20.9314,0.0,6286.522,0.0,198.6052,1,10,4
2024-10-16,PH0001,12.6275,0.0,3868.1253,0.0,185.9777,2,10,4
2024-10-17,PH0001,19.8541,0.0,6133.1082,0.0,166.1236,3,10,4
2024-10-18,PH0001,19.6364,0.0,5788.9364,0.0,146.4872,4,10,4
2024-10-19,PH0001,30.1335,0.0,9306.9786,0.0,116.3537,5,10,4
2024-10-20,PH0001,0.0,0.0,0.0,0.0,116.3537,6,10,4
2024-10-21,PH0001,31.8877,0.0,9713.0444,0.0,84.466,0,10,4
2024-10-22,PH0001,13.9386,0.0,4465.6724,0.0,70.5274,1,10,4
2024-10-23,PH0001,21.6446,0.0,6476.7959,0.0,48.8828,2,10,4
2024-10-24,PH0001,40.6616,0.0,12645.3307,0.0,8.2212,3,10,4
2024-10-25,PH0001,8.2212,0.0,2426.2183,0.0,0.0,4,10,4
2024-10-26,PH0001,0.0,0.0,0.0,0.0,0.0,5,10,4
2024-10-27,PH0001,0.0,0.0,0.0,0.0,0.0,6,10,4
2024-10-28,PH0001,0.0,0.0,0.0,0.0,0.0,0,10,4
2024-10-29,PH0001,19.911,310.0,6038.5483,95626.785,290.089,1,10,4
2024-10-30,PH0001,9.7974,0.0,2890.7689,0.0,280.2916,2,10,4
2024-10-31,PH0001,31.3197,0.0,10113.7137,0.0,248.9719,3,10,4
2024-11-01,PH0001,0.0,0.0,0.0,0.0,248.9719,4,11,4
2024-11-02,PH0001,26.3443,0.0,8220.4438,0.0,222.6276,5,11,4
2024-11-03,PH0001,0.0,0.0,0.0,0.0,222.6276,6,11,4
2024-11-04,PH0001,15.6005,0.0,5159.8513,0.0,207.0271,0,11,4
2024-11-05,PH0001,19.1584,0.0,5709.5174,0.0,187.8687,1,11,4
2024-11-06,PH0001,29.2445,0.0,9248.1696,0.0,158.6242,2,11,4
2024-11-07,PH0001,11.4127,0.0,3592.3094,0.0,147.2115,3,11,4
2024-11-08,PH0001,0.0,0.0,0.0,0.0,147.2115,4,11,4
2024-11-09,PH0001,30.8574,0.0,10174.3852,0.0,116.3541,5,11,4
2024-11-10,PH0001,0.0,0.0,0.0,0.0,116.3541,6,11,4
2024-11-11,PH0001,23.4519,0.0,7576.3661,0.0,92.9022,0,11,4
2024-11-12,PH0001,27.2711,0.0,8485.7982,0.0,65.6311,1,11,4
2024-11-13,PH0001,21.7869,0.0,6764.9806,0.0,43.8442,2,11,4
2024-11-14,PH0001,33.0261,0.0,9664.8339,0.0,10.8181,3,11,4
2024-11-15,PH0001,0.0,0.0,0.0,0.0,10.8181,4,11,4
2024-11-16,PH0001,10.8181,0.0,3417.4129,0.0,0.0,5,11,4
2024-11-17,PH0001,0.0,0.0,0.0,0.0,0.0,6,11,4
2024-11-18,PH0001,0.0,0.0,0.0,0.0,0.0,0,11,4
2024-11-19,PH0001,0.0,0.0,0.0,0.0,0.0,1,11,4
2024-11-20,PH0001,0.0,0.0,0.0,0.0,0.0,2,11,4
2024-11-21,PH0001,0.0,0.0,0.0,0.0,0.0,3,11,4
2024-11-22,PH0001,0.0,0.0,0.0,0.0,0.0,4,11,4
2024-11-23,PH0001,0.0,0.0,0.0,0.0,0.0,5,11,4
2024-11-24,PH0001,0.0,0.0,0.0,0.0,0.0,6,11,4
2024-11-25,PH0001,17.926,324.0,5444.6729,102008.5164,306.074,0,11,4
2024-11-26,PH0001,20.9459,0.0,6517.8279,0.0,285.1281,1,11,4
2024-11-27,PH0001,21.8813,0.0,6355.9137,0.0,263.2468,2,11,4
2024-11-28,PH0001,33.6308,0.0,10050.1408,0.0,229.616,3,11,4
2024-11-29,PH0001,9.3359,0.0,2968.5539,0.0,220.2801,4,11,4
2024-11-30,PH0001,21.1617,0.0,6522.8866,0.0,199.1184,5,11,4
2024-12-01,PH0001,32.0189,0.0,9827.1703,0.0,167.0995,6,12,4
2024-12-02,PH0001,19.111,0.0,5593.1514,0.0,147.9885,0,12,4
2024-12-03,PH0001,25.0439,0.0,8328.652,0.0,122.9446,1,12,4
2024-12-04,PH0001,20.3394,0.0,6236.6072,0.0,102.6052,2,12,4
2024-12-05,PH0001,26.6177,0.0,8580.4844,0.0,75.9875,3,12,4
2024-12-06,PH0001,0.0,0.0,0.0,0.0,75.9875,4,12,4
2024-12-07,PH0001,7.2146,0.0,2237.29,0.0,68.7729,5,12,4
2024-12-08,PH0001,0.0,0.0,0.0,0.0,68.7729,6,12,4
2024-12-09,PH0001,24.5957,0.0,7776.5922,0.0,44.1772,0,12,4
