ds,AR_Ref,AR_Design,FA_CodeFamille,FA_Intitule,y,StockFinal,jour_semaine,mois,trimestre,annee,is_weekend,is_fin_mois,is_debut_mois
2024-02-21,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,31.4913,156.061,2,2,1,2024,0,0,0
2024-02-22,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,29.5022,126.5588,3,2,1,2024,0,0,0
2024-02-23,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,126.5588,4,2,1,2024,0,0,0
2024-02-24,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,15.8747,110.6841,5,2,1,2024,1,0,0
2024-02-25,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,20.1964,90.4877,6,2,1,2024,1,1,0
2024-02-26,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,20.677,69.8107,0,2,1,2024,0,1,0
2024-02-27,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,13.9304,55.8803,1,2,1,2024,0,1,0
2024-02-28,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,11.5021,44.3782,2,2,1,2024,0,1,0
2024-02-29,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,25.1797,19.1985,3,2,1,2024,0,1,0
2024-03-01,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,19.1985,0.0,4,3,1,2024,0,0,1
2024-03-02,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,5,3,1,2024,1,0,1
2024-03-03,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,6,3,1,2024,1,0,1
2024-03-04,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,0,3,1,2024,0,0,1
2024-03-05,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,1,3,1,2024,0,0,1
2024-03-06,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,2,3,1,2024,0,0,0
2024-03-07,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,3,3,1,2024,0,0,0
2024-03-08,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,4,3,1,2024,0,0,0
2024-03-09,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,5,3,1,2024,1,0,0
2024-03-10,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,20.2599,269.7401,6,3,1,2024,1,0,0
2024-03-11,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,30.6307,239.1094,0,3,1,2024,0,0,0
2024-03-12,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,13.3253,225.7841,1,3,1,2024,0,0,0
2024-03-13,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,14.5389,211.2452,2,3,1,2024,0,0,0
2024-03-14,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,24.9983,186.2469,3,3,1,2024,0,0,0
2024-03-15,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,186.2469,4,3,1,2024,0,0,0
2024-03-16,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,18.6363,167.6106,5,3,1,2024,1,0,0
2024-03-17,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,167.6106,6,3,1,2024,1,0,0
2024-03-18,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,31.7297,135.8809,0,3,1,2024,0,0,0
2024-03-19,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,15.9252,119.9557,1,3,1,2024,0,0,0
2024-03-20,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,13.4366,106.5191,2,3,1,2024,0,0,0
2024-03-21,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,8.569,97.9501,3,3,1,2024,0,0,0
2024-03-22,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,8.7072,89.2429,4,3,1,2024,0,0,0
2024-03-23,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,23.5769,65.666,5,3,1,2024,1,0,0
2024-03-24,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,65.666,6,3,1,2024,1,0,0
2024-03-25,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,18.0946,47.5714,0,3,1,2024,0,1,0
2024-03-26,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,12.6763,34.8951,1,3,1,2024,0,1,0
2024-03-27,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,34.8951,0.0,2,3,1,2024,0,1,0
2024-03-28,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,3,3,1,2024,0,1,0
2024-03-29,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,4,3,1,2024,0,1,0
2024-03-30,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,5,3,1,2024,1,1,0
2024-03-31,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,6,3,1,2024,1,1,0
2024-04-01,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,0,4,2,2024,0,0,1
2024-04-02,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,1,4,2,2024,0,0,1
2024-04-03,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,2,4,2,2024,0,0,1
2024-04-04,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,3,4,2,2024,0,0,1
2024-04-05,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,4,4,2,2024,0,0,1
2024-04-06,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,5,4,2,2024,1,0,0
2024-04-07,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,6,4,2,2024,1,0,0
2024-04-08,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,0,4,2,2024,0,0,0
2024-04-09,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,1,4,2,2024,0,0,0
2024-04-10,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,22.2296,289.7704,2,4,2,2024,0,0,0
2024-04-11,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,29.7858,259.9846,3,4,2,2024,0,0,0
2024-04-12,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,35.2361,224.7485,4,4,2,2024,0,0,0
2024-04-13,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,26.9455,197.803,5,4,2,2024,1,0,0
2024-04-14,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,9.93,187.873,6,4,2,2024,1,0,0
2024-04-15,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,27.8737,159.9993,0,4,2,2024,0,0,0
2024-04-16,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,29.937,130.0623,1,4,2,2024,0,0,0
2024-04-17,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,13.1865,116.8758,2,4,2,2024,0,0,0
2024-04-18,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,41.463,75.4128,3,4,2,2024,0,0,0
2024-04-19,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,16.0173,59.3955,4,4,2,2024,0,0,0
2024-04-20,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,24.1958,35.1997,5,4,2,2024,1,0,0
2024-04-21,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,35.1997,6,4,2,2024,1,0,0
2024-04-22,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,25.7719,9.4278,0,4,2,2024,0,0,0
2024-04-23,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,9.4278,0.0,1,4,2,2024,0,0,0
2024-04-24,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,2,4,2,2024,0,0,0
2024-04-25,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,3,4,2,2024,0,1,0
2024-04-26,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,4,4,2,2024,0,1,0
2024-04-27,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,5,4,2,2024,1,1,0
2024-04-28,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,6,4,2,2024,1,1,0
2024-04-29,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,0,4,2,2024,0,1,0
2024-04-30,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,1,4,2,2024,0,1,0
2024-05-01,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,2,5,2,2024,0,0,1
2024-05-02,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,3,5,2,2024,0,0,1
2024-05-03,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,4,5,2,2024,0,0,1
2024-05-04,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,5,5,2,2024,1,0,1
2024-05-05,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,22.1188,220.8812,6,5,2,2024,1,0,1
2024-05-06,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,22.9267,197.9545,0,5,2,2024,0,0,0
2024-05-07,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,18.7104,179.2441,1,5,2,2024,0,0,0
2024-05-08,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,40.1635,139.0806,2,5,2,2024,0,0,0
2024-05-09,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,32.408,106.6726,3,5,2,2024,0,0,0
2024-05-10,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,24.075,82.5976,4,5,2,2024,0,0,0
2024-05-11,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,16.6436,65.954,5,5,2,2024,1,0,0
2024-05-12,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,65.954,6,5,2,2024,1,0,0
2024-05-13,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,44.6807,21.2733,0,5,2,2024,0,0,0
2024-05-14,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,13.3795,7.8938,1,5,2,2024,0,0,0
2024-05-15,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,7.8938,0.0,2,5,2,2024,0,0,0
2024-05-16,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,3,5,2,2024,0,0,0
2024-05-17,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,4,5,2,2024,0,0,0
2024-05-18,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,5,5,2,2024,1,0,0
2024-05-19,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,6,5,2,2024,1,0,0
2024-05-20,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,0,5,2,2024,0,0,0
2024-05-21,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,1,5,2,2024,0,0,0
2024-05-22,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,22.7208,324.2792,2,5,2,2024,0,0,0
2024-05-23,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,42.2472,282.032,3,5,2,2024,0,0,0
2024-05-24,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,24.7617,257.2703,4,5,2,2024,0,0,0
2024-05-25,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,12.258,245.0123,5,5,2,2024,1,1,0
2024-05-26,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,245.0123,6,5,2,2024,1,1,0
2024-05-27,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,21.1602,223.8521,0,5,2,2024,0,1,0
2024-05-28,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,22.6087,201.2434,1,5,2,2024,0,1,0
2024-05-29,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,27.9049,173.3385,2,5,2,2024,0,1,0
2024-05-30,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,22.9395,150.399,3,5,2,2024,0,1,0
2024-05-31,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,14.0206,136.3784,4,5,2,2024,0,1,0
2024-06-01,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,15.7024,120.676,5,6,2,2024,1,0,1
2024-06-02,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,14.0531,106.6229,6,6,2,2024,1,0,1
2024-06-03,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,25.5285,81.0944,0,6,2,2024,0,0,1
2024-06-04,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,35.1884,45.906,1,6,2,2024,0,0,1
2024-06-05,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,19.5355,26.3705,2,6,2,2024,0,0,1
2024-06-06,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,13.1852,13.1853,3,6,2,2024,0,0,0
2024-06-07,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,13.1853,0.0,4,6,2,2024,0,0,0
2024-06-08,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,5,6,2,2024,1,0,0
2024-06-09,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,6,6,2,2024,1,0,0
2024-06-10,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,0,6,2,2024,0,0,0
2024-06-11,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,1,6,2,2024,0,0,0
2024-06-12,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,2,6,2,2024,0,0,0
2024-06-13,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,3,6,2,2024,0,0,0
2024-06-14,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,4,6,2,2024,0,0,0
2024-06-15,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,5,6,2,2024,1,0,0
2024-06-16,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,6,6,2,2024,1,0,0
2024-06-17,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,0,6,2,2024,0,0,0
2024-06-18,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,1,6,2,2024,0,0,0
2024-06-19,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,2,6,2,2024,0,0,0
2024-06-20,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,3,6,2,2024,0,0,0
2024-06-21,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,4,6,2,2024,0,0,0
2024-06-22,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,13.1162,341.8838,5,6,2,2024,1,0,0
2024-06-23,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,341.8838,6,6,2,2024,1,0,0
2024-06-24,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,20.3787,321.5051,0,6,2,2024,0,0,0
2024-06-25,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,10.6074,310.8977,1,6,2,2024,0,1,0
2024-06-26,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,23.2589,287.6388,2,6,2,2024,0,1,0
2024-06-27,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,17.0388,270.6,3,6,2,2024,0,1,0
2024-06-28,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,270.6,4,6,2,2024,0,1,0
2024-06-29,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,13.3625,257.2375,5,6,2,2024,1,1,0
2024-06-30,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,11.8278,245.4097,6,6,2,2024,1,1,0
2024-07-01,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,36.1041,209.3056,0,7,3,2024,0,0,1
2024-07-02,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,6.5023,202.8033,1,7,3,2024,0,0,1
2024-07-03,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,24.5824,178.2209,2,7,3,2024,0,0,1
2024-07-04,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,7.9158,170.3051,3,7,3,2024,0,0,1
2024-07-05,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,38.1376,132.1675,4,7,3,2024,0,0,1
2024-07-06,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,15.3464,116.8211,5,7,3,2024,1,0,0
2024-07-07,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,116.8211,6,7,3,2024,1,0,0
2024-07-08,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,15.4474,101.3737,0,7,3,2024,0,0,0
2024-07-09,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,11.1449,90.2288,1,7,3,2024,0,0,0
2024-07-10,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,9.7827,80.4461,2,7,3,2024,0,0,0
2024-07-11,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,20.7206,59.7255,3,7,3,2024,0,0,0
2024-07-12,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,27.6425,32.083,4,7,3,2024,0,0,0
2024-07-13,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,27.0323,5.0507,5,7,3,2024,1,0,0
2024-07-14,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,5.0507,6,7,3,2024,1,0,0
2024-07-15,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,5.0507,0.0,0,7,3,2024,0,0,0
2024-07-16,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,1,7,3,2024,0,0,0
2024-07-17,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,2,7,3,2024,0,0,0
2024-07-18,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,3,7,3,2024,0,0,0
2024-07-19,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,4,7,3,2024,0,0,0
2024-07-20,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,33.2385,230.7615,5,7,3,2024,1,0,0
2024-07-21,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,230.7615,6,7,3,2024,1,0,0
2024-07-22,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,36.3574,194.4041,0,7,3,2024,0,0,0
2024-07-23,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,22.8583,171.5458,1,7,3,2024,0,0,0
2024-07-24,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,7.37,164.1758,2,7,3,2024,0,0,0
2024-07-25,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,27.361,136.8148,3,7,3,2024,0,1,0
2024-07-26,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,20.1355,116.6793,4,7,3,2024,0,1,0
2024-07-27,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,14.7821,101.8972,5,7,3,2024,1,1,0
2024-07-28,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,18.8416,83.0556,6,7,3,2024,1,1,0
2024-07-29,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,39.6282,43.4274,0,7,3,2024,0,1,0
2024-07-30,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,11.2019,32.2255,1,7,3,2024,0,1,0
2024-07-31,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,28.2149,4.0106,2,7,3,2024,0,1,0
2024-08-01,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,4.0106,0.0,3,8,3,2024,0,0,1
2024-08-02,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,4,8,3,2024,0,0,1
2024-08-03,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,5,8,3,2024,1,0,1
2024-08-04,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,6,8,3,2024,1,0,1
2024-08-05,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,0,8,3,2024,0,0,1
2024-08-06,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,1,8,3,2024,0,0,0
2024-08-07,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,2,8,3,2024,0,0,0
2024-08-08,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,3,8,3,2024,0,0,0
2024-08-09,PH0001,Amoxicilline 500mg,ANTIB,Antibiotiques,0.0,0.0,4,8,3,2024,0,0,0
