AR_Ref,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06
PH0011,1.0811512077849228,0.9221892407538324,1.1764214016582113,1.797370688483084,1.1916157015314992,2.551932301933314,1.7355079229066575,1.023986694572552,1.141119107102618,2.4877127869683187,1.4549805138238503,1.626512249811043,0.9390604816066715,1.7771009597973195,2.122874523306293,0.7388169495092427,1.4099467099564453,1.906634106328221,0.6048016520612337,2.2860026026454423,0.8600250319342797,2.26574645025202,1.253565773760896,1.3253850069125446,2.128052288821703,1.5645514915250172,0.9259953568614491,1.2552402515661747,1.4380947045654222,1.812351271263296
PH0012,-0.22124180151577946,-0.22339720485969303,0.599511996234999,0.25867428682687255,0.559019577792604,0.03746041876134991,0.2130213884561288,-0.010042289592406663,0.22944225739969362,0.29178127460770037,0.08054439340029992,-0.30068519443276776,-0.36085392198100663,-0.21535140115386975,0.03866216923616565,0.3511312965951233,-0.16147376702626073,0.2595664704459721,0.07284647558975653,0.010957927372313879,0.24205719068310594,0.4710610019872595,-0.06035502499155624,0.49675167884876464,-0.17637160398541044,0.058610358765620006,0.29544651977540143,0.28090520475943187,0.25898870846538824,-0.04822979118335551
PH0013,0.9056535530097173,1.4313300709026682,1.497533531771177,1.7181279211031466,1.19929121929045,1.9401006227747386,0.6311391720528284,1.1046639471799102,1.334957398217108,1.3606323516093084,1.5671431060665595,1.196683022084668,1.9696003367165893,0.5273724697492727,2.220512750796901,1.2843345509027564,2.0592078758150683,2.375570956334621,1.5571280390817492,1.2561236468537202,1.9112429571874194,1.1616745130101631,0.5853068414144303,1.3379461467616924,0.9424491894073307,0.09167577245355309,2.7426772356468985,1.9958482575808625,1.778012081270454,1.6811346320391953
PH0014,-0.3417340630173821,-0.10412546180406876,0.1776184128324753,0.17031574238193428,-0.00816781949350645,0.08756845432061225,-0.47200273482879074,-0.16434978585775473,-0.01809239194839386,-0.1670242966193054,0.04963113260828887,-0.07471160943911191,0.23130615954445607,-0.3274884475079087,0.0036298012870673393,0.06545573770293292,0.06468014170020864,0.5782055894411553,-0.2565502688427996,-0.135041711534898,-0.11684492537565333,0.32470461504818343,-0.842920504876345,-0.37185318528921046,-0.7894803547118623,-0.25637961740981136,0.47772550435499395,0.028154271967192963,-0.11564034675543336,-0.12791625135908505
PH0015,-0.6922360949757507,-0.47643999383476654,-0.39586901732626395,-0.24839675256639043,-0.08295043999342135,2.3661585359171693,1.8475656357155048,1.3331580672660184,-0.4581248241757628,-0.6129514033958819,-0.4463396418828873,-0.6274209748270261,-0.4551936594804054,-0.5097777859113793,-0.3104439638882059,-0.5848209205895092,-0.23115103760062314,1.7010905455047232,0.7843720580397867,0.40825580505112546,-0.37871216820071024,-0.22998638332697696,-0.5949399874581502,-0.537108467562725,-0.5087814503911439,-0.601677028617292,-0.39330663164933666,-0.4644501308731682,-0.42330553171426477,-0.10872693874362446
PH0016,1.0840942510503742,0.8545127755368858,0.5433155580028775,2.093388671092485,0.5505894835745576,2.4927948170833365,1.307913234077628,0.7083466928183109,1.8406667309354252,2.167150029841435,1.491979601047611,1.1964135012374704,2.2280945181180103,1.9999099364744302,1.1691820678587375,2.2871901878173917,1.7139520038948453,1.2949046539645734,1.1339835002249843,0.9574832841362685,2.4554839361903156,0.6411740155847353,0.18231648031259828,1.778413687084732,0.2635590462121556,1.6570709564676247,2.957421615092664,1.6297414809374378,2.5409040381355905,2.4629893825045746
PH0017,-0.26584344025704676,-0.09161134569475586,0.08745227620418022,0.10089855316076342,-0.25982640583469324,0.28703866219264906,0.2128830846768723,0.1752770137301881,0.4894704434999186,-0.059326824216479696,-0.15315286240181764,0.22442206536862647,-0.02043150644065315,0.021797573797143494,0.1562898856589742,0.08712295289603118,0.21368286598677105,0.1355267013255621,-0.2485848425298892,0.4427149339290819,0.6757844562598632,-0.6090527751244724,0.10426154037908293,-0.04227312600432491,-0.14376827084685867,0.05785761877756092,0.2928457943219581,0.06522324095975747,0.04186814222952326,-0.4553147896774831
PH0018,1.231545615485344,1.5264047982843858,1.4517859357279925,-0.12284870405560924,1.436522489095392,1.001242710316677,1.2689590457440865,1.467887936553901,0.5223277008758567,1.0244899191113004,0.7927628815808191,1.4046738452837244,1.1718265962595023,1.2819595776037114,1.3854954762770906,1.0352733101966143,0.663553838877908,1.149024099922201,0.18961698869764826,1.7192306546056608,2.104642340507014,1.0142896104222814,0.34383193537501106,0.9438485582722328,1.1468160570829633,1.5950822669930846,0.4784769999096194,2.005086304404909,0.8655615378224362,1.1883971503194224
PH0019,-0.2667671003018901,-0.25832396196077845,0.46346672817797796,0.6368481630905208,-0.10216703864108193,0.10898415097324811,-0.35177271363074886,0.22946375777138012,-0.3514483792730522,0.04376522295161696,-0.5735317667482787,-0.0634013842196322,0.43856359609505363,-0.3869543144759096,0.4067822556808441,-0.12200791835846143,0.2644065769134272,-0.12956461553191734,-0.05777680200744308,0.5474495146726983,-0.1310680148952234,-0.3678241588991181,0.24878124067209154,-0.3319327384497598,-0.0021048454468805614,-0.49251663322437644,-0.07197578846110107,0.12701074625222644,0.29647150017231716,-0.7953610235826624
PH0020,-1.1140472880517929,-0.9989837712433579,-0.9475729544951246,-0.8612160860493175,-0.9912797691180041,-1.0336105394830044,-0.861193698127289,-0.9298501166172973,-0.841856710827823,-0.9727263935705338,-0.9661714944964639,-1.0276022200500468,-0.9713116715041171,-1.100222495794218,-0.7558793685016647,-0.8790372438768316,-0.9013810284539322,-1.0026243687046026,-0.9375872800719595,-0.8920876906437317,-1.013342882184497,-0.8490596815453665,-1.0015312380594772,-0.9752824418406406,-1.0706656140213449,-1.1971508836034417,-1.0053175291794958,-0.9006151691348152,-1.0382404637033598,-0.7701954399532723
PH0021,0.5843177941210561,0.8784032591337367,2.4151648010351363,1.7450143718855107,0.4168224631180298,0.5899513334792554,0.5141954137887592,-0.029313339745488564,1.5566750594102265,0.11659570210209828,1.3420201232182114,0.07544872527789523,0.1592995313527091,-0.2936182387094869,0.1084594195633591,0.5354993082140168,1.1666502817040756,0.4317549283695807,1.1477856134842532,0.7212664583423606,1.2787218475528286,0.6119481874695094,-0.2803903171600924,-0.0443575667818953,1.2631426438543545,0.12524783805652576,0.5310360481657074,1.2625829007259726,0.8843680780745377,1.09701093122817
PH0022,-1.0023037404185167,-0.9640508611261269,-1.0085409758537833,-0.9853136058636984,-1.2073072087202665,-1.0908249226957527,-0.9126475205601915,-0.977986226388367,-1.1044370645471993,-0.9933525227919128,-1.0257224847689062,-0.9381647254131464,-0.917433094416268,-0.9507622268657038,-0.9398292706065321,-0.992503135589686,-0.9681057857729295,-0.8717056666563685,-0.929862620564849,-0.987257601133532,-1.0021537439033548,-1.024469550734193,-1.115311908276439,-1.1393803826497462,-0.9953000198925922,-1.0987204796520365,-0.7539623322688473,-0.8785887582566889,-0.859640428015868,-0.8731533184098786
PH0023,-0.3071821690247261,-0.2999720501529379,0.1674901881457954,0.0810565576543639,0.15256391735648508,0.34536916542221746,-0.4085997410995378,-0.08688662222639736,0.09743780973408105,-0.22441734463608448,-0.34260937912032086,-0.6319745674525673,-0.3342823550040352,0.25425920974017674,-0.9400038480240216,0.509977269521073,-0.7526912063873678,0.04078905049717026,-0.636896599874397,0.19235032051729134,0.26471869759946,0.19099410598837913,-0.48442158350273457,-0.4236304217281335,-1.0552276036047972,0.21144139194563563,-0.6081131766959558,-0.47990910793127206,-0.3145174336818008,-0.11903297455329857
PH0024,-0.8871256689317255,-0.9610990914716999,-0.7980035195320055,-0.9940620363477591,-1.1263922063521623,-0.897305820727833,-1.0388321731297996,-0.8582523637579975,-0.9129636700506434,-1.040273821671833,-0.9310449205073784,-1.0441843006131744,-1.1601679672029637,-0.8383066449679419,-0.9232571533531708,-1.0140149945845573,-0.928353345692914,-0.8930470316740439,-0.9473719875514597,-0.9412867163345092,-0.8348992929960868,-0.9603235315129869,-1.0299690655146292,-0.8442910063356804,-1.0407196844296493,-1.1252407777844549,-0.7658328144065747,-0.8871414809151459,-0.956893776914249,-0.7993269856559245
PH0025,1.209201668019231,0.30671030748677264,2.465864841359978,1.0188033707920547,1.5211470418555513,0.4441162538381913,1.935073395588588,1.8618391558865788,-0.00595178900624213,0.6299951834878668,2.1109488311699716,0.26516658648626523,1.1127612786368863,1.3335697091948018,0.5598244622970412,3.2598217738129462,0.04495636120327685,1.2725329472674374,2.512032781866967,1.362509628273357,0.10876652318542175,1.8731154659213876,1.2200766532263656,0.8030309599514397,2.2759762812097812,0.37825877527008417,1.913012765932281,0.5714603702510404,2.217672008632308,-0.27135700365740456
PH0026,1.6491068941527198,1.0729901572681337,-0.7071899821779991,-0.8050972956412168,-0.6748874817337052,-0.8684032983953589,-0.7332757758067018,-0.670159675644453,-0.9889876935105487,-0.7497896450008553,2.597934710515815,2.2169924459462376,2.301505888537923,0.6675369571969613,-0.6847769084694639,-0.8495563006842444,-0.7664997491123108,-0.7172220285089084,-0.7601865507554684,-0.7393471731489515,-0.7960790325914552,-0.9609038089229551,3.0774009726036238,1.8295744467577397,-0.3729661930326081,1.0975500864239685,-0.612495458102983,-0.7376801170665186,-0.7452171490206144,-0.7924301058747736
PH0027,-1.0447579594057224,-0.9411957623369974,-1.0485188270166093,-1.0814595961025184,-0.9338740327052929,-0.9957192237779537,-0.8579301417839406,-0.9698129734105343,-1.0050497832303238,-1.0538513557916032,-1.0950067418043299,-1.0923513293590044,-1.06788262428154,-1.0614112993141105,-0.938249082737496,-0.9586178824424405,-0.9094938755239483,-0.8246864351751737,-0.8240938321623148,-1.0415727163850685,-0.7990213957534313,-0.9296821044946407,-1.0808734682597985,-1.1025634365235666,-1.039549549424465,-1.049460127063497,-1.0537956811567468,-0.9063343990548254,-0.9243032914488117,-0.8220518458560763
PH0028,-0.31890986623807005,-0.1444993162890489,0.24744452031118114,-0.015640829608412756,-0.13043083139503633,-0.33070346695190467,-0.41943009674876924,-0.1890157365176946,0.2140348158807544,0.15603738439716572,0.025757380961457712,-0.21871156612183787,-0.3337256972446223,-0.453753872457497,0.5030066308675774,0.1742953820350908,-0.19792432284070388,0.021880244582532127,-0.0334052341293096,0.08371565473935022,0.0004709344343581216,0.19199412897394136,0.018718394468814133,-0.015159728530591809,0.056216387960939584,0.01283453057235456,0.11945412994544768,-0.15619946517768118,0.11443214500591331,-0.25266471729660345
PH0029,-0.2622440412885231,-0.5603732870726749,-0.6475701985211385,-0.6345375992363715,0.3297804852637359,-0.3971674550875514,-0.04303945785577655,-0.07947626296664852,0.14632514469283422,-0.6991049495881323,-0.5598747768214701,-0.6795253516014802,-0.2585081361182845,-0.5366003958049287,-0.3338942815387935,-0.9236145238488431,0.13861550821943786,-0.47470833301679405,-0.2954393118729381,-0.15096065225024896,-0.5850293185385113,-0.24051268503810103,0.08523208882223055,0.008690769817467529,-0.3577224739131184,-0.521166248044629,-0.3795436397640964,-0.17632279538521842,0.06651405875242274,-1.0670123456610943
PH0030,0.657195290460786,-0.0352150371674392,-0.3868889869425381,-0.09635600053248611,-0.6780841981760777,-0.2691511739830617,0.08529819235210649,-0.2613813507751029,-0.17865966881673495,1.6021316157649999,0.4844122301180992,-0.05714312393393904,1.68434663448296,-0.2066130568745601,-0.21452453723760254,-0.42529918646634624,-0.7064896254466956,0.03060856783284865,-0.03419275667853907,-0.24112905111339208,-0.4089523960315233,1.0560556850798746,1.9455746569446715,-0.0708538062999165,1.3586067325445657,0.8939842401842975,0.06046212236049527,-0.6328109220192605,-0.40745677573711586,-0.3482594336094403
PH0031,2.2681257963167365,3.0604154909271872,-1.027613606757272,-0.9383588680466354,-0.8630782327599869,-0.8078052688635774,-0.771708400634391,-0.5844572598577915,-0.7916704834119104,-0.9547585875600751,2.304647176515519,1.173014817968624,2.864196508280058,1.0909658130575313,-0.6787678488631724,-0.698908237095271,-0.7836619617849241,-0.7604994523995184,-0.8635719559363262,-0.8762256692891927,-0.779860246582478,-0.9765157035516211,1.4680552132848037,1.919915199961303,1.6078530096022106,2.5677091861795525,-1.175364841611337,-0.9335768029376466,-0.9284092933699143,-0.8436374740567164
PH0032,-0.5750507700452046,-0.22147746382236239,-0.2209694295245822,-0.8864008245388691,-0.3461570582858891,0.007504678021251066,-0.6612160664216046,-0.05244356760921162,-0.6040145362478571,-0.3655250577492122,-0.7928882959805372,-0.35407789464305833,-0.9175457357511138,-0.36056084274543165,-0.43663496487963116,0.12996912094494337,-0.8370829044354784,-0.1539747237768607,0.24826139914775025,0.14538667336021374,-0.49917588710893834,-0.5157545917466707,-0.6932934005242594,-0.1888740256981804,-0.19976615638953793,-0.5143991706977634,-0.5697766736276232,0.5306497771705593,-0.23296502773910008,-0.6635704983738004
PH0033,-1.0259222129562349,-0.8649884199171575,-0.9096243106863262,-0.9387231974071977,-0.9777197907225625,-0.9722676628472143,-1.0862930760053648,-0.9694560101173287,-0.8582925422466082,-1.0532909563838697,-0.9943612148882605,-1.0241660015761862,-0.9744577701820235,-1.0117684196458285,-0.7240118718464538,-1.0027711854005719,-0.8212634726183806,-0.8978307060188037,-0.9944686114052406,-0.9101407377832859,-0.9116116186776115,-0.8667056743524482,-1.2469724074196842,-0.7821263066885329,-1.1624475692592495,-1.0955558008194544,-0.5627976012988525,-0.9831122180186159,-0.7185506132557844,-0.7213604754404771
PH0034,0.9707464281154757,1.31001720458212,0.7374974112287543,1.0737137644390355,0.8624983356005642,1.4243979443225803,0.08221697681225501,0.4175784456107486,0.8803114254674127,1.6150443903832497,0.8614039572513713,1.2680129895220005,0.9951336000495717,0.6598146823140643,0.7603816968424887,0.7329654544765204,1.1863011246205886,0.4264211237917902,1.3823750507765882,0.693104680565127,1.5165137406342888,0.8558995903921756,0.6402564543239172,0.9054396715914187,0.7897142938056508,0.48437167662709346,0.9368829929806135,0.42764678436345477,0.50120015413414,0.4957492185984052
PH0035,-1.0781058607329208,-0.9715966963806696,-0.9784015604813668,-1.0351905216162032,-0.8721856694085627,-1.0358113287120472,-0.8458860156540707,-0.8966504013434442,-0.8997066438320049,-0.8745314080636402,-0.9722623903379859,-0.8420409079685335,-1.0176760237313718,-0.793320872925018,-0.9780714654076693,-0.9693321030098103,-0.8980470516529754,-1.0198704905071205,-1.0562298071338785,-0.9230303857634844,-0.9126806593346832,-0.9874075452838751,-0.9537299029822907,-1.010969294094275,-0.8974342400722977,-0.9670709431323528,-0.9119023037546444,-0.9858020385384918,-0.9472044047801498,-0.5759862739315922
PH0036,1.1603033927658621,1.8455472022478994,0.151179800338674,1.1766831985611812,1.3181791041436182,1.3594106098174343,2.191643419993277,2.08461973427567,0.9704976183185058,1.3448346637134914,1.4713616778270948,1.0958387986001357,1.1184221606043763,0.013319514348699976,2.6268345720403796,1.4162572181458435,0.9945919882470373,0.5186217215064017,0.8744778208684849,1.258699802339813,1.7532712272052347,2.264610913380298,1.2218454539933759,0.7320046622404328,1.1293793532911975,1.427366696668232,1.3718824569706196,1.290526763087699,1.6250857959510219,2.066027664461878
PH0037,-0.6186276672678495,-0.22238363529103233,-0.4698323237283234,-0.04297232039643289,-0.34009882108512346,-0.09536323288981466,-0.25998441738575545,-0.4617789823099065,-0.6372663432118296,-0.5737020009996413,-0.05687970141443107,-1.0628274229489891,-0.8561136403137701,-0.4062212907663801,0.4118292663426867,-0.3433476439494723,-0.2136350776629771,-0.049221783021719055,-0.5939936203268203,-0.8897665634625753,0.4115520860487867,-0.32284258295299423,-0.5245526781457734,-0.248815321849253,-0.4057124242864153,-0.07355961611577126,-0.500842891344093,-0.43961173967434913,-0.6402980949212288,0.16004982942899332
PH0038,0.8150894942646191,0.6891141079004347,1.5137521188404726,1.6872723169144082,0.7727361752601536,1.5365653211882233,1.5551357120086962,-0.2248178064559319,1.7904700995750007,1.2039799880880397,1.1757948104578895,-0.2249629332912346,0.17045102350245703,2.086176292812111,0.8854031040626643,0.5360939474555062,2.1936850809611683,0.7122706368864002,1.2566739625751888,1.8155714776607326,1.1200889901952482,0.1662388462304295,1.5534893995019368,1.007120872528638,1.3634220229810035,0.7731756760017992,1.4372956202893377,0.5289318569527807,1.9040996362742728,-0.36631976218940304
PH0039,-0.18257252215785674,-0.16589726898195295,0.27538345829631283,0.1075469982622042,0.21988804771772158,0.03138197545325176,-0.39156291734636284,-0.20145125895674668,0.37827308455500513,-0.1901171839479404,-0.07340914565351814,0.1274889960707909,-0.0770933723255679,-0.010269074955105527,-0.4528646706317361,0.11141285622372782,0.07516273075804102,0.1364948076015658,0.2946149070101441,0.5299153946927528,-0.35908153393197906,-0.32816028683452336,-0.34007152105532623,0.22265452849626036,-0.5234015571216898,-0.1030584760507572,-0.2820018774926925,-0.4089227391470942,0.06690416322145304,-0.7231658251008726
PH0040,0.542753541354101,1.4546908357459205,-0.32045882168325024,-0.16707889187194566,-0.09618526312859713,0.07833035578963947,-0.17865216208394688,-0.17395302101413487,-0.35800526522592296,0.5829037633591704,0.43584791817486085,1.211780325397506,0.27183935801898856,0.9658336962808652,-0.26822320219063367,-0.2267662099559205,0.0437572673811867,0.0048907477769864465,-0.38722836078483525,-0.13632572360931472,0.057317113650561496,0.7754272751321866,0.4943150583941267,0.12736152547147664,0.062407386129771036,1.1735685533499451,-0.07387695417835308,-0.5780441479209147,-0.1682777827768419,-0.40251044710342143
PH0041,1.3385324935880745,1.152432867450188,2.429399396039184,0.4809679981264673,2.59194664581316,2.4406064258638565,2.3338004388707394,0.34449038874402943,2.3357824472301925,2.438838667703286,1.8240836056750678,1.0357708045682066,1.138117367023892,1.5650204371969918,2.4075668341921506,2.7194676614314353,0.24978550954261497,2.755526546163278,0.6588992472997938,1.6504994176067007,2.4337960336160753,0.7374646235461576,1.127359783806956,1.4520549743479283,1.2953686758289422,-0.00028051614267659517,2.3049157304037653,1.7618822752916117,2.6466299684707244,1.0009379765946986
PH0042,-0.2818003863333068,-0.37339095752875295,0.5228713966730677,0.15890612352507064,0.5903920401963649,-0.4530823831054587,0.19953780209638647,0.14292251372911427,0.02572342021244129,0.04228130819338348,-0.19171649621658082,-0.11375008427333977,0.1843111468203606,-0.04716979552367021,-0.4164319370462091,0.3876025034064504,-0.09493937679215741,-0.9381907493300605,0.002720888380096651,0.2443140008760705,-0.4940207868057954,-0.014201020435463015,-0.09615643985227051,-0.3104153151550261,-0.2431470157997264,-0.27559378813065527,-0.001432782712430114,0.40857141622078785,0.36482054606848113,0.2948993718959141
PH0043,1.6859045938672494,1.5062939446960555,1.760807086573154,1.9966135904049922,1.8279236926833058,0.8982121757330574,1.741620812334089,1.5847164160383778,1.4424165398684952,1.9110446413265232,1.4441376799969374,0.7993899925899273,0.7123396702210669,1.2924174239384894,1.8747677949036792,1.6742862614668743,1.0746526527698617,1.2602510593135368,0.3748145381777431,2.7333022907662214,0.8281562295675681,0.5462190880807489,1.1461393457681741,1.4213387640400224,0.018513221647678272,1.3956309857614035,1.3725702131117117,0.290456718242179,1.3638872343286836,2.7832450899054946
PH0044,-1.1662466596132888,-1.0093241945580707,-1.063674854799579,-1.0366418046176975,-0.9638555102545688,-1.011427750035303,-0.8594831349669338,-0.9406690140425868,-0.8052948489021671,-1.027900002606429,-0.9680928008001983,-1.0993182019999892,-1.063701797062607,-0.838864819520253,-0.9753486571022748,-0.8601442465092131,-0.933801053574416,-1.0138474864614138,-1.1067776531549431,-0.9699289822224916,-1.1028775385692704,-0.9248689292354312,-0.8650915188430665,-1.0118453041726916,-0.9786592836726443,-1.0725813767699814,-1.0388641333567217,-0.8542336281566993,-0.9906583854007329,-0.90431908496923
PH0045,-0.9993099317906782,-0.9681247171794134,-0.8601690609631965,-0.9374755767811728,-1.1403615250990067,-0.9364536344312009,-1.0086970869789897,-0.7812419686774655,-0.9673106749679566,-0.9342503995405789,-1.1034713887717715,-1.0219477967519366,-1.0879393307989336,-1.0395694940452123,-0.9485813685193865,-0.8679839947586514,-0.9981546101539885,-0.9756118985891642,-1.0127932550397318,-0.8648196207524912,-0.8134669134586697,-0.7619937470449243,-0.927221379794217,-1.1371522108250953,-1.0051067164250589,-1.001723866154077,-0.9789121000370645,-1.091960442049718,-0.9803678561844753,-1.081224563753951
PH0046,1.1979371485812929,1.5313165832636395,1.991612638630553,0.6289370112611682,1.1001505308611945,2.0732050303888974,0.3876419511411343,2.2240525772098234,1.6321292668322407,1.0671353133265997,1.3881980105110991,1.6696983127209422,0.5424549258544986,2.244436106135974,0.3583651195513478,2.1537874275330697,2.157570038016653,1.8695133773500041,1.1781326388020017,1.4826479186351054,0.7087800228612423,1.4229140130918467,0.9376146338768778,1.339104850605695,1.7832623263166647,1.628892148801076,1.4735633465900146,1.1110801620926238,1.3353715119499145,1.6163213836352
PH0047,0.8693383488633603,0.682992975566079,1.1051689573425423,0.7584149893134184,0.7039948004747199,2.0522672325475875,0.29532796291926605,0.18693615874823205,2.5268941045790974,1.4866407317007972,1.0600069565517025,0.5463581688855541,0.9194543404286617,2.3405932860465732,-0.005484188868908989,2.0100982502026032,2.322137641964651,1.223854873365694,1.7539212509783386,1.02178589917908,1.6950550750807611,2.266032071827466,1.0278939379456598,1.2543055763974036,1.0042062450424776,1.170221204099015,1.4493644028247255,1.1683262423371108,2.232790842575607,1.7580148580692012
